match_id,league,league_name,season,matchday,utc_date,status,stage,home_team,home_team_id,away_team,away_team_id,home_goals,away_goals,home_goals_ht,away_goals_ht,winner,venue,match_date,result,total_goals,goal_difference,ingested_at
441482,ded,Eredivisie,2023,1,2023-08-11 18:00:00+00:00,FINISHED,REGULAR_SEASON,FC Volendam,1919,SBV Vitesse,679,1,2,1,0,AWAY_TEAM,,2023-08-11,A,3,-1,2026-09-01T20:11:25+00:00
441483,ded,Eredivisie,2023,1,2023-08-12 14:30:00+00:00,FINISHED,REGULAR_SEASON,PSV,674,FC Utrecht,676,2,0,1,0,HOME_TEAM,,2023-08-12,H,2,2,2026-09-01T20:11:25+00:00
441484,ded,Eredivisie,2023,1,2023-08-12 16:45:00+00:00,FINISHED,REGULAR_SEASON,SC Heerenveen,673,RKC Waalwijk,683,3,1,3,0,HOME_TEAM,,2023-08-12,H,4,2,2026-09-01T20:11:25+00:00
441485,ded,Eredivisie,2023,1,2023-08-12 18:00:00+00:00,FINISHED,REGULAR_SEASON,AFC Ajax,678,Heracles Almelo,671,4,1,1,1,HOME_TEAM,,2023-08-12,H,5,3,2026-09-01T20:11:25+00:00
441486,ded,Eredivisie,2023,1,2023-08-12 19:00:00+00:00,FINISHED,REGULAR_SEASON,PEC Zwolle,684,Sparta Rotterdam,6806,1,2,0,1,AWAY_TEAM,,2023-08-12,A,3,-1,2026-09-01T20:11:25+00:00
441487,ded,Eredivisie,2023,1,2023-08-13 10:15:00+00:00,FINISHED,REGULAR_SEASON,NEC,1915,SBV Excelsior,670,3,4,2,1,AWAY_TEAM,,2023-08-13,A,7,-1,2026-09-01T20:11:25+00:00
441488,ded,Eredivisie,2023,1,2023-08-13 12:30:00+00:00,FINISHED,REGULAR_SEASON,Feyenoord Rotterdam,675,Fortuna Sittard,1920,0,0,0,0,DRAW,,2023-08-13,D,0,0,2026-09-01T20:11:25+00:00
441489,ded,Eredivisie,2023,1,2023-08-13 12:30:00+00:00,FINISHED,REGULAR_SEASON,AZ,682,Go Ahead Eagles,718,5,1,2,0,HOME_TEAM,,2023-08-13,H,6,4,2026-09-01T20:11:25+00:00
441490,ded,Eredivisie,2023,1,2023-08-13 14:45:00+00:00,FINISHED,REGULAR_SEASON,Almere City FC,1911,FC Twente '65,666,1,4,0,0,AWAY_TEAM,,2023-08-13,A,5,-3,2026-09-01T20:11:25+00:00
441491,ded,Eredivisie,2023,2,2023-08-18 18:00:00+00:00,FINISHED,REGULAR_SEASON,Heracles Almelo,671,NEC,1915,2,1,0,1,HOME_TEAM,,2023-08-18,H,3,1,2026-09-01T20:11:25+00:00
441495,ded,Eredivisie,2023,2,2023-08-19 14:30:00+00:00,FINISHED,REGULAR_SEASON,SBV Excelsior,670,AFC Ajax,678,2,2,1,1,DRAW,,2023-08-19,D,4,0,2026-09-01T20:11:25+00:00
441493,ded,Eredivisie,2023,2,2023-08-19 16:45:00+00:00,FINISHED,REGULAR_SEASON,SBV Vitesse,679,PSV,674,1,3,1,0,AWAY_TEAM,,2023-08-19,A,4,-2,2026-09-01T20:11:25+00:00
441494,ded,Eredivisie,2023,2,2023-08-19 18:00:00+00:00,FINISHED,REGULAR_SEASON,Fortuna Sittard,1920,Almere City FC,1911,2,1,2,1,HOME_TEAM,,2023-08-19,H,3,1,2026-09-01T20:11:25+00:00
441496,ded,Eredivisie,2023,2,2023-08-19 19:00:00+00:00,FINISHED,REGULAR_SEASON,Go Ahead Eagles,718,FC Volendam,1919,4,1,3,0,HOME_TEAM,,2023-08-19,H,5,3,2026-09-01T20:11:25+00:00
441492,ded,Eredivisie,2023,2,2023-08-20 10:15:00+00:00,FINISHED,REGULAR_SEASON,FC Utrecht,676,SC Heerenveen,673,0,2,0,0,AWAY_TEAM,,2023-08-20,A,2,-2,2026-09-01T20:11:25+00:00
441497,ded,Eredivisie,2023,2,2023-08-20 12:30:00+00:00,FINISHED,REGULAR_SEASON,Sparta Rotterdam,6806,Feyenoord Rotterdam,675,2,2,1,0,DRAW,,2023-08-20,D,4,0,2026-09-01T20:11:25+00:00
441498,ded,Eredivisie,2023,2,2023-08-20 12:30:00+00:00,FINISHED,REGULAR_SEASON,FC Twente '65,666,PEC Zwolle,684,3,1,1,1,HOME_TEAM,,2023-08-20,H,4,2,2026-09-01T20:11:25+00:00
441499,ded,Eredivisie,2023,2,2023-08-20 14:45:00+00:00,FINISHED,REGULAR_SEASON,RKC Waalwijk,683,AZ,682,1,3,1,0,AWAY_TEAM,,2023-08-20,A,4,-2,2026-09-01T20:11:25+00:00
441500,ded,Eredivisie,2023,3,2023-08-26 16:45:00+00:00,FINISHED,REGULAR_SEASON,NEC,1915,RKC Waalwijk,683,3,0,1,0,HOME_TEAM,,2023-08-26,H,3,3,2026-09-01T20:11:25+00:00
441502,ded,Eredivisie,2023,3,2023-08-26 19:00:00+00:00,FINISHED,REGULAR_SEASON,SBV Excelsior,670,Fortuna Sittard,1920,2,2,1,0,DRAW,,2023-08-26,D,4,0,2026-09-01T20:11:25+00:00
441503,ded,Eredivisie,2023,3,2023-08-27 10:15:00+00:00,FINISHED,REGULAR_SEASON,PEC Zwolle,684,FC Utrecht,676,1,0,0,0,HOME_TEAM,,2023-08-27,H,1,1,2026-09-01T20:11:25+00:00
441504,ded,Eredivisie,2023,3,2023-08-27 12:30:00+00:00,FINISHED,REGULAR_SEASON,Feyenoord Rotterdam,675,Almere City FC,1911,6,1,3,0,HOME_TEAM,,2023-08-27,H,7,5,2026-09-01T20:11:25+00:00
441505,ded,Eredivisie,2023,3,2023-08-27 14:45:00+00:00,FINISHED,REGULAR_SEASON,SC Heerenveen,673,Sparta Rotterdam,6806,1,3,0,1,AWAY_TEAM,,2023-08-27,A,4,-2,2026-09-01T20:11:25+00:00
441509,ded,Eredivisie,2023,4,2023-09-01 18:00:00+00:00,FINISHED,REGULAR_SEASON,Sparta Rotterdam,6806,NEC,1915,1,1,0,0,DRAW,,2023-09-01,D,2,0,2026-09-01T20:11:25+00:00
441510,ded,Eredivisie,2023,4,2023-09-02 14:30:00+00:00,FINISHED,REGULAR_SEASON,Almere City FC,1911,PEC Zwolle,684,1,2,0,1,AWAY_TEAM,,2023-09-02,A,3,-1,2026-09-01T20:11:25+00:00
441511,ded,Eredivisie,2023,4,2023-09-02 16:45:00+00:00,FINISHED,REGULAR_SEASON,Go Ahead Eagles,718,SC Heerenveen,673,3,2,2,1,HOME_TEAM,,2023-09-02,H,5,1,2026-09-01T20:11:25+00:00
441512,ded,Eredivisie,2023,4,2023-09-02 18:00:00+00:00,FINISHED,REGULAR_SEASON,RKC Waalwijk,683,PSV,674,0,4,0,1,AWAY_TEAM,,2023-09-02,A,4,-4,2026-09-01T20:11:25+00:00
